Date,OT_Chapter,NT_Chapter,Questions,Answers
2026-03-20,யாத்திராகமம் 29,லூக்கா 23,"1) யாத்திராகமம் 29 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 29 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 29 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 23 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 23 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 23 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 29 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 23 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-21,யாத்திராகமம் 30,லூக்கா 24,"1) யாத்திராகமம் 30 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 30 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 30 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 24 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 24 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 24 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 30 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 24 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-22,யாத்திராகமம் 31,லூக்கா 25,"1) யாத்திராகமம் 31 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 31 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 31 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 25 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 25 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 25 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 31 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 25 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-23,யாத்திராகமம் 32,லூக்கா 26,"1) யாத்திராகமம் 32 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 32 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 32 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 26 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 26 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 26 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 32 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 26 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-24,யாத்திராகமம் 33,லூக்கா 27,"1) யாத்திராகமம் 33 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 33 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 33 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 27 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 27 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 27 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 33 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 27 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-25,யாத்திராகமம் 34,லூக்கா 28,"1) யாத்திராகமம் 34 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 34 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 34 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) லூக்கா 28 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) லூக்கா 28 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) லூக்கா 28 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 34 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே லூக்கா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: லூக்கா 28 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-26,யாத்திராகமம் 35,யோவான் 1,"1) யாத்திராகமம் 35 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 35 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 35 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 1 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 1 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 1 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 35 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 1 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-27,யாத்திராகமம் 36,யோவான் 2,"1) யாத்திராகமம் 36 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 36 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 36 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 2 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 2 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 2 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 36 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 2 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-28,யாத்திராகமம் 37,யோவான் 3,"1) யாத்திராகமம் 37 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 37 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 37 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 3 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 3 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 3 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 37 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 3 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-29,யாத்திராகமம் 38,யோவான் 4,"1) யாத்திராகமம் 38 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 38 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 38 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 4 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 4 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 4 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 38 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 4 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-30,யாத்திராகமம் 39,யோவான் 5,"1) யாத்திராகமம் 39 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 39 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 39 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 5 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 5 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 5 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 39 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 5 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-03-31,யாத்திராகமம் 40,யோவான் 6,"1) யாத்திராகமம் 40 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 40 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 40 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 6 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 6 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 6 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 40 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 6 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-04-01,யாத்திராகமம் 41,யோவான் 7,"1) யாத்திராகமம் 41 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 41 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 41 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 7 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 7 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 7 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 41 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 7 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-04-02,யாத்திராகமம் 42,யோவான் 8,"1) யாத்திராகமம் 42 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 42 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 42 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 8 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 8 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 8 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 42 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 8 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-04-03,யாத்திராகமம் 43,யோவான் 9,"1) யாத்திராகமம் 43 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யாத்திராகமம் 43 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யாத்திராகமம் 43 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) யோவான் 9 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோவான் 9 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோவான் 9 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யாத்திராகமம் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யாத்திராகமம் 43 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோவான் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோவான் 9 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
